,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_epochs,param_lr_all,param_reg_all,param_init_mean,param_init_std_dev
0,0.8770917190694021,0.8494942953118423,0.8359944221327712,0.8257384656155483,0.8223332747498572,0.8421304353758842,0.01987356380044197,901,0.6971414465403584,0.6661416093703338,0.6689078921146703,0.6642611738709385,0.6675874176110613,0.6728079079014725,0.012264346239361349,923,0.0016829967498779297,7.03390571840574e-05,0.0008312225341796875,6.925254962147201e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 0.0}",1,0.002,0.2,0.0,0.0
1,0.8718241336884265,0.8499414448823854,0.8383281034919394,0.8286209395332913,0.8396849565427119,0.8456799156277508,0.014715149412052613,916,0.696196283053997,0.6741621356065658,0.6731326852622371,0.6725771196595233,0.6739991519583759,0.6780134751081397,0.009109755004242536,948,0.0017730236053466798,0.0001882154607096652,0.0008887767791748047,9.205592968852637e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 0.1}",1,0.002,0.2,0.0,0.1
2,1.7644606361678759,1.6306054989302832,1.7136080037607493,1.6965103237724932,1.6034444611784802,1.6817257847619764,0.05800235058115064,1449,1.397598507944344,1.32458000681727,1.3244475860594964,1.3728490184326212,1.2534383325945835,1.334582690369663,0.04944185664876432,1451,0.0016100883483886718,9.457016522077188e-06,0.0007794857025146485,1.777176630532756e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 0.5}",1,0.002,0.2,0.0,0.5
3,2.247029651037034,2.1804238512286065,2.3430838658311006,2.0983597119955446,2.177854425146384,2.209350301047734,0.08179491466022422,1580,1.8706109937556323,1.8684706711696926,1.9932214147138718,1.7101145493007817,1.8284721035902876,1.8541779465060533,0.0907991914565433,1580,0.0017324447631835937,0.0001667829286775623,0.0008104324340820312,7.911436924128055e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 1.0}",1,0.002,0.2,0.0,1.0
4,0.9777571384621433,1.0780125348861758,0.9955062237206549,0.9933051617851415,0.9312368564824759,0.9951635830673183,0.04744919522059137,1105,0.769709013468812,0.8438530934068877,0.7471496452891991,0.759154915957728,0.7420777564938693,0.7723888849232993,0.03700063908570501,1100,0.0015892982482910156,7.226875759919386e-06,0.0007822036743164063,1.0175083752791486e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 0.0}",1,0.002,0.2,0.5,0.0
5,0.9820839186526215,1.0639562990681652,0.9963896972002124,0.9892569988188162,0.9232428143591316,0.9909859456197893,0.04477776275717069,1099,0.7656985207214826,0.8312463198586918,0.7465644280305906,0.7517200364823549,0.7291042784567833,0.7648667167099807,0.03519575137376346,1091,0.001745319366455078,0.00021335213163339487,0.0008234024047851562,6.365188471503365e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 0.1}",1,0.002,0.2,0.5,0.1
6,1.6059278686868814,1.590278315853511,1.594618284735382,1.6395006014758589,1.5823215695006787,1.6025293280504624,0.019997252555999306,1430,1.2473011157999883,1.2951520342988398,1.2895976249446321,1.2926006706048065,1.2774943169968977,1.280429152529033,0.017635475969952248,1432,0.0015803813934326173,2.6012767213794434e-06,0.0007923603057861328,2.1852776381650057e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 0.5}",1,0.002,0.2,0.5,0.5
7,1.9426457703452962,2.163861825279675,2.2068029639596802,2.1328780121374082,2.009259971084619,2.091089708561336,0.09915977963964204,1547,1.546394539228247,1.8513164562729176,1.8284332442075062,1.738412240226706,1.643008176484755,1.7215129312840265,0.11436428010548753,1545,0.0017118453979492188,0.00017280193086664637,0.0008168220520019531,5.677146388847367e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 1.0}",1,0.002,0.2,0.5,1.0
8,0.8425774206089082,0.8316050457124633,0.8294337782667556,0.8326004848679274,0.8495419472842091,0.8371517353480525,0.007668140853269146,874,0.6760551862435963,0.6520527538189673,0.6398889928798354,0.6466166409964861,0.6982373409001328,0.6625701829678035,0.021603516701943604,874,0.0016533374786376954,0.00010190475294375985,0.0008321762084960938,6.976253106845854e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 1.0, 'init_std_dev': 0.0}",1,0.002,0.2,1.0,0.0
9,0.846232970540636,0.8360064649907792,0.8206302251369213,0.8454264011619737,0.8556453423409907,0.8407882808342603,0.011841469968258312,893,0.6803601446554131,0.6414719919077057,0.6285383850554297,0.6695601955283425,0.6951971414301413,0.6630255717154064,0.024625683631306773,878,0.0015668392181396485,6.650902392801579e-05,0.0008550643920898438,0.00012442349087822552,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 1.0, 'init_std_dev': 0.1}",1,0.002,0.2,1.0,0.1
