,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_epochs,param_lr_all,param_reg_all,param_init_mean,param_init_std_dev
0,0.8449113743492678,0.861326317162628,0.7913116337680245,0.8007008364670938,0.9068556565471785,0.8410211636588384,0.04209128080424342,833,0.6527797646174839,0.6767692469430013,0.6494846451325613,0.6656801490904172,0.7158974632186927,0.6721222538004312,0.023941417802488575,839,0.0017058372497558594,6.717980679826481e-05,0.0007648944854736328,2.1335146022861525e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 0.0}",1,0.002,0.2,0.0,0.0
1,0.8483417353910312,0.8663392944301164,0.8030542045640744,0.7888572090361046,0.9201951978529624,0.8453575282548578,0.04697163838327997,850,0.6567610186986496,0.6911659381127107,0.6631691790810347,0.6548691681759419,0.7279068367106487,0.678774428155797,0.02781049635922026,871,0.0015987873077392579,0.00011041384486568935,0.0007688045501708984,2.7932484177681603e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 0.1}",1,0.002,0.2,0.0,0.1
2,1.5083598021758893,1.6536600488780058,1.6631951933503941,1.801368297222436,1.7621131472322813,1.6777392977718013,0.1018664132155251,1449,1.2037986237333482,1.2888611852934915,1.358122971619046,1.4298225639359832,1.366341501074958,1.3293893691313654,0.07706292961026734,1444,0.0016867160797119141,0.00015386749705014664,0.0007770061492919922,9.079961162676631e-06,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 0.5}",1,0.002,0.2,0.0,0.5
3,2.189836309652,2.2494650749588314,2.2279553497476026,2.174875739191129,2.2392046500978666,2.2162674247294856,0.02890219145851919,1578,1.8611819696931196,1.8735153347212694,1.8835328829252633,1.7682546808789656,1.859514377810117,1.8491998492057469,0.04140550936142744,1577,0.0015851497650146485,4.361431151305818e-06,0.0007719039916992187,6.2182929527223184e-06,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.0, 'init_std_dev': 1.0}",1,0.002,0.2,0.0,1.0
4,0.9992607965808817,0.9818574173829377,0.9292103615502733,0.9295099722051292,1.0384632271286653,0.9756603549695775,0.04201677021426775,1028,0.780937140410092,0.7589299098234504,0.7283314008199495,0.7154266914477961,0.7714503070447984,0.7510150899092173,0.025126302694894992,999,0.001618671417236328,6.582570738802282e-05,0.0009168148040771485,0.00013229069890616208,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 0.0}",1,0.002,0.2,0.5,0.0
5,0.9955348180858757,0.9884652674155495,0.9239373067374209,0.9374097455293255,1.0303077888864427,0.9751309853309229,0.03919766263570648,1027,0.7799162792016614,0.7654298258583013,0.71768638440774,0.7207767041047115,0.7619432729489394,0.7491504933042707,0.02518041907323871,997,0.0016119003295898438,2.1296745416932438e-05,0.0008214473724365235,5.5073061006520934e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 0.1}",1,0.002,0.2,0.5,0.1
6,1.5815249026380038,1.5762270278687873,1.4086185109474514,1.4664923065329765,1.644736774992113,1.5355199045958663,0.08552266075538836,1415,1.2308694123326829,1.2230721861095204,1.1262309342446395,1.1206987985257544,1.2921117815372782,1.1985966225499751,0.06586430742663316,1405,0.0016185283660888673,4.347295892816111e-05,0.0008181571960449219,4.9795727955309076e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 0.5}",1,0.002,0.2,0.5,0.5
7,2.0904884197831706,2.2574426401235965,2.1967632222222626,1.9000892907539049,2.1758478577065246,2.1241262861178916,0.12413587478475235,1558,1.7263113709808213,1.8890053872681278,1.8536445194181825,1.5042762057422026,1.7703444656416765,1.7487163898102023,0.135212186810874,1556,0.0018022537231445312,0.00025227927772990174,0.0008471965789794922,8.461147196111252e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 0.5, 'init_std_dev': 1.0}",1,0.002,0.2,0.5,1.0
8,0.8561630066437262,0.8365761885476855,0.8464881224495225,0.8274342977499979,0.9086502898346778,0.8550623810451221,0.028465570625669383,884,0.6936142655283378,0.6584777124509639,0.6894112238007905,0.6787260010874759,0.7124936963461311,0.6865445798427399,0.017778829936313315,897,0.0015544414520263672,2.935218371039825e-05,0.0008053779602050781,2.9933450232459746e-05,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 1.0, 'init_std_dev': 0.0}",1,0.002,0.2,1.0,0.0
9,0.8561999581147445,0.8554547494286808,0.8578550252984208,0.8254264014680597,0.9073512341305772,0.8604574736880967,0.026367128079547105,892,0.6892370520457184,0.6688262121084698,0.7011976810181676,0.6801279872591254,0.7148697330585996,0.6908517330980162,0.0160413992846746,911,0.0016337871551513673,9.97455804606023e-05,0.0008230209350585938,0.00010195989420866739,"{'n_epochs': 1, 'lr_all': 0.002, 'reg_all': 0.2, 'init_mean': 1.0, 'init_std_dev': 0.1}",1,0.002,0.2,1.0,0.1
